sender_upi,receiver_upi,amount,hour_of_day,day_of_week,location,txn_type,device_id,is_new_device,num_txn_last_1hr,num_txn_last_24hr,avg_amount_last_week,is_new_receiver,label
rgurntma@okaxis,dsuifsdt@okaxis,124.79,16,3,Jaipur,P2P,dev_959,1,1,4,644.19,0,0
hblcx@ybl,ywzgaqhjq@oksbi,2033.43,17,3,Delhi,Bill,dev_3581,0,1,4,497.11,0,0
iflfpkld@oksbi,wnuyhpv@okaxis,318.07,4,0,Chennai,P2P,dev_1159,0,0,1,4879.97,0,0
mxffhlcf@oksbi,xtlddqk@oksbi,317.26,4,6,Hyderabad,P2P,dev_2467,0,1,4,517.66,1,0
qgorzqa@ybl,zwkaiw@ybl,556.56,17,0,Hyderabad,Merchant,dev_3458,0,0,1,3658.67,0,0
qxkcwq@okicici,ioxcvsml@ybl,217.75,16,4,Delhi,Merchant,dev_1071,0,0,3,3564.09,0,0
zxkrmabrr@okicici,slgwvgghy@paytm,995.45,13,2,Kolkata,Merchant,dev_1860,0,1,3,3661.15,0,0
flkqhnn@okicici,sseqv@ybl,281.72,9,6,Bengaluru,Bill,dev_3435,0,0,2,2604.77,0,0
nmlfor@okhdfcbank,ytjfyfse@ybl,531.96,18,6,Hyderabad,P2P,dev_1335,0,2,5,1171.13,0,0
cnheq@okicici,ojkntltyb@oksbi,527.38,22,3,Chennai,Bill,dev_1494,1,0,2,763.62,1,0
houhg@okicici,yjepua@okhdfcbank,176.03,18,4,Mumbai,Bill,dev_4195,0,1,3,3770.95,0,0
ezxeby@paytm,nuuxct@okaxis,4900.13,5,2,Hyderabad,Bill,dev_2665,0,1,6,862.5,0,0
esgrbn@ybl,hucldmlqs@oksbi,821.0,11,3,Jaipur,QR_Scan,dev_2991,0,0,4,4252.53,1,0
nerpupjku@paytm,ztgfooxq@oksbi,1227.03,17,1,Bengaluru,Merchant,dev_4807,0,2,5,1095.24,0,0
jdkgb@ybl,tapbyzly@okicici,558.67,8,1,Mumbai,Merchant,dev_1168,1,1,7,2338.67,0,0
ostiw@paytm,gpdhufjzg@paytm,343.55,4,0,Hyderabad,P2P,dev_1796,0,0,1,2449.22,0,0
wmxtx@okaxis,qmpxoklvy@okaxis,342.01,8,3,Kolkata,Merchant,dev_2748,0,0,3,2161.13,0,0
jfjoasxr@oksbi,trsykdpvn@okicici,664.11,16,6,Hyderabad,Merchant,dev_2698,0,3,6,3730.29,0,0
kqzuykqoj@ybl,bxnei@okicici,1025.84,6,3,Hyderabad,QR_Scan,dev_842,0,4,5,886.85,1,0
ytchw@okhdfcbank,vbyatdi@ybl,1369.42,13,1,Delhi,Bill,dev_4562,0,0,5,603.63,0,0
fueze@ybl,ltsqfu@paytm,689.35,12,2,Mumbai,Merchant,dev_4442,0,0,5,2366.65,0,0
twnfgvobq@okhdfcbank,lfjtducmu@okaxis,11419.35,2,1,Delhi,QR_Scan,dev_2212,0,16,24,3879.78,1,1
pbcwqf@ybl,isjqwrpd@okaxis,261.0,20,1,Mumbai,QR_Scan,dev_3794,0,3,7,1496.79,0,0
opkxyqs@paytm,hygqpbqy@ybl,451.33,7,4,Chennai,QR_Scan,dev_261,0,1,4,1878.97,0,0
ywnzw@okhdfcbank,bkpsq@paytm,231.81,5,5,Chennai,Bill,dev_1850,0,1,8,4854.89,0,0
fhfktyn@paytm,groko@okhdfcbank,171.74,12,3,Hyderabad,P2P,dev_2312,0,1,5,3655.71,1,0
vfuzddcx@okhdfcbank,jlwieyzvw@paytm,9177.17,23,4,Delhi,P2P,dev_1750,0,5,31,770.89,1,1
xhiua@okhdfcbank,nuuwyjweu@okicici,10.0,10,3,Bengaluru,Bill,dev_910,0,1,7,867.14,0,0
orbipvvny@okicici,tbufps@oksbi,1360.55,15,0,Hyderabad,P2P,dev_3868,0,1,5,2608.03,0,0
xrkrvf@okaxis,twqgpvk@okhdfcbank,378.49,23,3,Delhi,Merchant,dev_4505,0,0,3,1977.83,0,0
pijfbotjd@ybl,nvthdqq@okhdfcbank,443.44,18,6,Hyderabad,QR_Scan,dev_3541,0,2,7,1536.53,0,0
miwesjiot@oksbi,hpqldc@okicici,1080.48,1,3,Jaipur,QR_Scan,dev_2927,0,1,2,1826.4,0,0
eqncnwq@okaxis,qljxefji@okicici,1960.8,4,2,Jaipur,QR_Scan,dev_2449,0,0,3,2311.41,0,0
hpuocxf@okaxis,avnlmnylw@okaxis,154.27,5,2,Chennai,Bill,dev_636,0,1,6,3259.16,1,0
emgzwvjr@paytm,ksixklgu@paytm,1467.4,23,0,Bengaluru,P2P,dev_1414,0,1,7,4701.42,0,0
robpib@oksbi,wtfsdiyc@oksbi,811.41,19,2,Kolkata,Bill,dev_4439,0,0,3,711.47,0,0
sqrgo@okicici,ymlimcpgj@ybl,97.87,5,5,Hyderabad,Bill,dev_349,0,0,4,447.14,0,0
cdfsesexx@paytm,bjrbjqkd@okicici,532.79,23,3,Chennai,QR_Scan,dev_3076,0,0,2,4078.09,1,0
uayhul@okaxis,iyecnzxjs@okhdfcbank,192.39,13,6,Kolkata,Merchant,dev_2656,0,0,3,3649.0,1,0
jzwrjy@okhdfcbank,tgmwgabei@oksbi,1041.68,5,4,Hyderabad,Merchant,dev_2397,0,2,4,2455.73,0,0
orgtevwgd@ybl,dxyvrlzx@oksbi,725.07,7,4,Mumbai,P2P,dev_1361,0,1,4,2257.36,0,0
xnylfnai@ybl,jkvktewa@okaxis,467.13,5,1,Pune,P2P,dev_3546,0,0,4,2089.21,0,0
bgbhd@okhdfcbank,qajuzar@paytm,634.53,16,6,Pune,Bill,dev_4261,0,2,6,2109.62,0,0
pjelpg@okaxis,aompmwx@okaxis,2147.71,15,1,Chennai,QR_Scan,dev_1182,0,1,3,2490.39,0,0
zqgio@oksbi,bduokukwz@paytm,1882.42,20,1,Mumbai,P2P,dev_165,1,4,9,4150.13,0,0
absrzsko@ybl,kiprht@ybl,159640.66,1,3,Pune,QR_Scan,dev_6549,1,18,31,4992.68,0,1
ohrnsdc@okhdfcbank,jhtbz@okicici,124.79,15,4,Jaipur,QR_Scan,dev_1837,1,2,5,2900.86,0,0
dskiiri@oksbi,hbqbegncg@paytm,149.3,14,1,Chennai,P2P,dev_3288,0,2,3,1089.48,0,0
uyzotvigg@okicici,aolwlvltd@okicici,144.43,17,6,Kolkata,Merchant,dev_2280,0,2,6,1436.01,0,0
znljz@ybl,qazwmzeh@ybl,145.66,8,2,Kolkata,Merchant,dev_4313,0,0,3,2843.95,0,0
oiwviglhx@ybl,jtkahpj@paytm,877.0,20,6,Bengaluru,P2P,dev_3776,0,4,5,780.14,0,0
icxni@okaxis,jlsyc@ybl,377.89,22,5,Mumbai,QR_Scan,dev_3551,0,3,7,2275.75,0,0
rhvyq@okhdfcbank,yuilk@oksbi,987.21,21,3,Bengaluru,QR_Scan,dev_1684,0,1,4,2747.27,1,0
zmacohgjr@okaxis,naezl@okaxis,319.95,13,4,Bengaluru,Merchant,dev_2967,0,3,5,2493.68,0,0
axuhws@oksbi,szfiq@ybl,433.26,11,4,Pune,QR_Scan,dev_2506,0,0,1,2486.07,0,0
alufbh@paytm,yurxczwmx@paytm,268.41,8,3,Pune,QR_Scan,dev_3612,0,0,1,3918.29,0,0
ynvtmbt@okicici,ctlel@paytm,620.83,4,3,Delhi,QR_Scan,dev_2078,0,0,5,4806.35,0,0
sjohigol@paytm,ntvnh@ybl,599.41,16,3,Jaipur,P2P,dev_2620,0,1,3,729.63,1,0
jmnzrwpkw@ybl,fqkntlj@paytm,1527.88,18,5,Kolkata,QR_Scan,dev_2420,0,0,2,298.31,0,0
wkrinhis@okaxis,ubfat@paytm,44.68,6,2,Delhi,Bill,dev_88,0,0,2,4321.57,0,0
bavyjdwkt@paytm,cywjovw@okaxis,194657.74,1,0,Hyderabad,P2P,dev_520,1,16,22,2532.75,1,1
ogwnlygan@oksbi,ddeaxn@okhdfcbank,1671.4,21,0,Delhi,P2P,dev_440,1,0,6,4033.67,0,0
ozrcvzbox@okhdfcbank,crsrkoyjb@ybl,1308.87,4,3,Bengaluru,Merchant,dev_2138,0,0,5,3330.75,1,0
vgrfufa@okhdfcbank,whgiaz@okicici,247.52,2,1,Kolkata,Bill,dev_2516,0,2,7,863.61,0,0
dzodoolt@okicici,ieiqadx@okhdfcbank,1583.18,16,5,Delhi,QR_Scan,dev_3934,0,3,6,238.1,0,0
kfkmo@paytm,ceibh@ybl,772.97,8,6,Mumbai,Bill,dev_1938,0,0,3,1439.92,0,0
edjktnyw@okaxis,gbjnefgwi@ybl,189.66,1,0,Hyderabad,Merchant,dev_4282,0,0,0,4420.47,0,0
ptjwhz@paytm,iucxapjl@oksbi,173.99,9,3,Delhi,Merchant,dev_1591,0,1,5,2375.66,0,0
pqqpz@okaxis,fsgilzb@ybl,435.67,20,3,Bengaluru,P2P,dev_677,0,0,3,1805.18,0,0
kprumhyxi@okicici,gzmuuf@okicici,2592.96,23,2,Kolkata,P2P,dev_4497,0,2,3,4629.67,0,0
ojgzotetj@paytm,xqjazurq@paytm,113.27,13,5,Chennai,P2P,dev_1704,0,2,6,587.53,0,0
jopjxfiu@oksbi,jcnmv@paytm,113.67,4,2,Chennai,P2P,dev_2177,0,2,3,4007.54,0,0
vqicy@okhdfcbank,cinwwwrk@ybl,1094.21,17,4,Hyderabad,Merchant,dev_4072,0,3,8,3186.24,0,0
onxjuta@paytm,ydmaqtz@okhdfcbank,709.16,11,2,Chennai,Merchant,dev_2209,0,1,7,2775.31,0,0
jczdla@okhdfcbank,btemcrx@okhdfcbank,1793.54,18,1,Bengaluru,Bill,dev_1535,0,1,5,988.66,0,0
dgsqsvp@oksbi,xumxxtevb@okicici,538.75,23,1,Delhi,P2P,dev_4693,0,0,1,2928.12,0,0
jjnbdbrms@paytm,bkzrfwjv@okicici,2343.41,18,0,Jaipur,QR_Scan,dev_3680,0,2,6,2061.15,0,0
ikbkavz@okhdfcbank,djfflb@okicici,1378.28,15,0,Delhi,Bill,dev_2567,0,0,3,3854.61,1,0
syhghgu@okicici,vjhdxhyt@okaxis,623.56,20,0,Jaipur,QR_Scan,dev_2487,0,0,6,4347.03,0,0
ntjmyq@okicici,hpmgsh@paytm,551.16,11,4,Mumbai,P2P,dev_4510,1,0,5,3536.06,0,0
mknctul@okicici,xvfwuzdh@oksbi,1350.04,14,1,Hyderabad,P2P,dev_4137,0,0,2,1085.76,0,0
tvciq@okaxis,yymfg@okhdfcbank,2352.4,16,2,Kolkata,P2P,dev_2458,1,1,2,1078.88,1,0
xufji@okhdfcbank,nbyakozof@okicici,31.47,13,2,Hyderabad,QR_Scan,dev_724,0,1,4,3411.26,0,0
kvqvcqk@oksbi,sivpyscjm@paytm,219.35,14,6,Delhi,Bill,dev_2939,1,0,3,2825.49,0,0
zknte@okhdfcbank,gampada@okicici,948.94,21,0,Bengaluru,QR_Scan,dev_1541,1,2,5,996.23,1,0
higwo@okicici,iknbgp@okaxis,648.16,0,3,Kolkata,P2P,dev_4070,0,0,2,2030.48,0,0
uouus@paytm,jdmit@paytm,498.18,21,6,Delhi,QR_Scan,dev_363,1,0,4,717.61,1,0
jobgqe@okaxis,ztvgnvzsr@paytm,197035.1,1,0,Kolkata,QR_Scan,dev_2208,0,10,29,3623.18,1,1
zgydiz@ybl,joqvdn@paytm,786.66,17,3,Hyderabad,Merchant,dev_2557,1,0,4,2377.2,0,0
aiklghl@okaxis,zcewlkmb@okaxis,174.07,7,0,Kolkata,P2P,dev_1753,0,1,3,1434.48,0,0
cxfhtsi@okaxis,ghwpuf@okicici,8384.15,2,0,Chennai,QR_Scan,dev_4338,1,11,20,3100.86,0,1
lmgxbm@okicici,padudcjz@oksbi,1023.25,10,5,Chennai,Bill,dev_3512,0,2,5,4832.61,0,0
amvyegvao@okaxis,hgpalsrtm@okaxis,749.05,5,5,Delhi,Bill,dev_233,0,0,3,4615.35,0,0
magnuek@okaxis,pubej@okhdfcbank,986.65,12,4,Pune,Bill,dev_2912,0,0,5,4545.72,0,0
eaowt@okaxis,hlongwqwq@oksbi,1008.75,6,5,Jaipur,QR_Scan,dev_413,1,2,5,2835.24,0,0
viuxzky@ybl,vmmvnqzoi@okicici,182.43,18,1,Jaipur,Merchant,dev_4786,0,1,3,4347.88,0,0
svnrp@oksbi,uuwaviuz@oksbi,453.22,2,1,Chennai,QR_Scan,dev_1052,0,0,3,2887.65,1,0
vpvfmlfu@ybl,isypuuuv@okhdfcbank,1947.12,7,2,Delhi,Bill,dev_3066,0,2,3,3642.53,0,0
bjjgks@oksbi,ifgcr@oksbi,41.09,8,5,Kolkata,Bill,dev_4009,0,0,5,4413.18,1,0
xwyuopy@okaxis,krtmh@oksbi,823.95,4,4,Delhi,Merchant,dev_556,0,1,3,3531.17,0,0
dbykik@okaxis,qihsnj@okhdfcbank,872.41,3,2,Bengaluru,QR_Scan,dev_2095,0,2,4,3178.11,1,0
clxxraud@ybl,ybnvyw@okhdfcbank,199.03,10,2,Kolkata,QR_Scan,dev_4866,0,0,6,2835.73,0,0
ekhfcjhw@ybl,brbmxn@ybl,1324.11,12,6,Bengaluru,Merchant,dev_2368,0,2,3,359.62,0,0
yqfds@ybl,zobuxapcq@okaxis,675.12,22,4,Mumbai,QR_Scan,dev_1363,0,0,3,3540.76,0,0
fegbkexj@okicici,enimsm@ybl,1340.31,0,4,Mumbai,QR_Scan,dev_4014,0,3,5,3320.9,0,0
docsx@okhdfcbank,kpqohy@ybl,1321.95,8,1,Bengaluru,Merchant,dev_3026,0,1,4,1384.47,0,0
hmlcmipei@paytm,wiwniwhb@oksbi,1046.78,0,1,Jaipur,Bill,dev_2743,0,0,7,2226.0,0,0
flgpiuy@okhdfcbank,jjtpaq@okhdfcbank,24.87,13,2,Chennai,P2P,dev_3502,0,1,5,2464.01,0,0
ieagfgrf@paytm,mfrpn@oksbi,28.2,5,1,Bengaluru,Bill,dev_4822,0,1,2,4465.34,0,0
jwknwpgvr@okaxis,ntvmwq@okhdfcbank,143.75,4,5,Jaipur,Merchant,dev_2551,0,1,4,3961.8,0,0
xpojnijhr@oksbi,urqzkktn@okicici,921.02,19,5,Mumbai,P2P,dev_2733,0,1,2,1650.11,0,0
rsskuur@okaxis,bqwgz@okhdfcbank,1161.96,2,4,Pune,P2P,dev_987,0,1,4,4000.05,0,0
wvjhzel@okicici,kkcyesfsc@paytm,367.0,21,2,Jaipur,Merchant,dev_3739,0,1,1,1709.13,0,0
xqszhnz@okicici,pyjozdd@paytm,949.76,14,4,Pune,P2P,dev_2854,0,0,6,3779.52,0,0
zygahsttj@okhdfcbank,xaxyyudd@okicici,2269.97,14,1,Hyderabad,Bill,dev_160,0,0,2,2460.61,1,0
djpnin@paytm,uqospp@okaxis,1910.17,20,5,Pune,P2P,dev_3004,0,2,7,102.61,0,0
swpnmjx@oksbi,fcvgqkgo@okhdfcbank,155.75,2,4,Hyderabad,P2P,dev_3364,1,2,3,928.33,0,0
zbuozi@paytm,cloxx@ybl,82.4,21,1,Hyderabad,P2P,dev_1314,0,0,3,4716.67,0,0
upctkxmn@okicici,fbpyfaq@paytm,634.08,8,5,Pune,QR_Scan,dev_1841,1,1,10,2579.39,0,0
ckcjnatcn@paytm,iihvn@okicici,154.93,20,6,Bengaluru,Bill,dev_790,1,0,1,4432.97,0,0
eaksatxvr@okhdfcbank,fuihnuti@okicici,1209.77,5,5,Delhi,Merchant,dev_2502,0,2,5,809.59,0,0
gymvvox@okicici,xrojk@okicici,272.93,9,2,Hyderabad,Merchant,dev_265,0,0,4,2901.38,1,0
wzwnpgtes@paytm,xzyoyi@okicici,1564.5,18,6,Bengaluru,P2P,dev_2226,0,0,3,2092.31,0,0
irlkgmpzz@ybl,vgshhmpsn@okhdfcbank,839.39,23,2,Mumbai,P2P,dev_4415,0,3,6,184.7,0,0
acwusyfx@okhdfcbank,hqjrmwwa@paytm,486.03,9,4,Jaipur,Merchant,dev_4628,0,1,6,978.95,0,0
ppccqlr@okicici,rhdiynj@okhdfcbank,543.7,18,1,Chennai,Merchant,dev_1492,0,2,6,4583.79,0,0
phujbkk@oksbi,yhixgx@okaxis,369.9,7,2,Bengaluru,Bill,dev_113,0,0,5,4719.12,0,0
ykjpf@okicici,ybequamuh@okaxis,2428.92,10,3,Kolkata,Merchant,dev_136,0,1,5,842.0,0,0
ppbpqfpp@okicici,lafpg@okicici,1663.62,10,2,Bengaluru,QR_Scan,dev_1727,0,2,6,4501.66,0,0
dryiyednv@paytm,vxqetjtkt@oksbi,141.73,8,2,Delhi,Merchant,dev_2912,0,0,5,867.93,0,0
ijdsioik@okhdfcbank,gloebwimo@oksbi,1024.02,13,4,Hyderabad,P2P,dev_2684,0,0,4,4263.02,0,0
hgirlhhfc@oksbi,eumimixx@ybl,794.45,18,5,Jaipur,QR_Scan,dev_3095,0,0,2,4409.12,0,0
ankkjtuee@okhdfcbank,yyefxp@ybl,108.41,5,3,Jaipur,Bill,dev_180,0,0,3,4497.07,0,0
doiemwz@oksbi,ypsnypovd@okhdfcbank,399.64,20,0,Jaipur,Bill,dev_4087,0,1,4,1400.1,0,0
tisib@okaxis,xbfmid@okicici,1428.73,5,4,Delhi,QR_Scan,dev_2432,0,0,1,3485.74,0,0
apfdl@oksbi,hhjpkati@okaxis,411.23,12,5,Jaipur,QR_Scan,dev_2143,0,1,3,4919.21,0,0
csgrxqmws@okicici,mvutzc@okaxis,413.01,0,6,Kolkata,P2P,dev_2275,0,0,1,4055.22,0,0
zoxyviiob@oksbi,fkwlt@ybl,674.99,14,5,Bengaluru,Merchant,dev_501,0,2,5,4697.72,0,0
yrgzokl@okicici,eyoriq@okhdfcbank,158.4,14,6,Delhi,QR_Scan,dev_1106,0,1,5,1704.02,0,0
jeyxu@paytm,bzjgefih@oksbi,107.61,0,6,Delhi,Bill,dev_914,0,0,4,4249.36,0,0
zuyhy@oksbi,wwyqawp@paytm,597.21,9,5,Hyderabad,P2P,dev_3264,0,1,2,3343.86,0,0
bfthrofh@oksbi,kkuexphn@ybl,649.72,8,3,Bengaluru,Merchant,dev_2420,0,1,5,3317.66,0,0
gutqomi@oksbi,hjpxme@paytm,1359.33,16,2,Kolkata,Merchant,dev_3573,0,0,4,3988.3,0,0
nfonlzw@okhdfcbank,xkrrnyvg@ybl,383.86,7,4,Jaipur,P2P,dev_305,0,1,5,219.9,0,0
rpdcdi@ybl,ggvxyi@oksbi,15.38,11,5,Pune,QR_Scan,dev_1047,0,1,4,4180.96,1,0
oaynekpb@okaxis,rczakprpw@oksbi,1730.01,18,3,Bengaluru,Bill,dev_3758,0,1,5,4018.62,0,0
whvkiannx@oksbi,fiwbzo@ybl,482.86,22,2,Delhi,P2P,dev_3322,0,0,2,3041.13,0,0
tyluezodi@paytm,tbooo@okaxis,1076.63,16,6,Pune,Bill,dev_2101,0,0,1,433.52,0,0
fghsl@oksbi,heavqjq@oksbi,377.19,18,3,Kolkata,Bill,dev_17,1,0,3,4764.81,0,0
glytvrr@okicici,zdcbkr@ybl,184790.76,23,0,Hyderabad,QR_Scan,dev_4412,0,18,24,253.2,1,1
dlsezn@ybl,ymmhugkj@paytm,1032.05,6,2,Mumbai,QR_Scan,dev_3794,0,0,2,4876.27,1,0
icmnt@oksbi,icxgkufdd@okaxis,3272.52,11,3,Chennai,P2P,dev_3176,0,0,3,613.09,1,0
evsmlid@okhdfcbank,vaqqjrwn@okaxis,98.3,23,3,Pune,Merchant,dev_3367,0,1,4,1277.61,0,0
airqsojl@ybl,mdtvl@okaxis,125.33,8,5,Kolkata,Bill,dev_937,0,1,5,1303.41,0,0
tuajgjype@okaxis,flfjj@paytm,650.38,16,3,Kolkata,QR_Scan,dev_1669,0,2,5,4764.87,1,0
mucivjr@okicici,qpxzaebh@paytm,27.74,22,5,Hyderabad,P2P,dev_1480,1,2,9,900.38,1,0
fszjnwn@ybl,cwfgk@oksbi,1553.35,0,3,Mumbai,QR_Scan,dev_1394,0,0,3,4468.41,1,0
dzjmvfmhv@ybl,xtrxwkvh@okaxis,847.35,0,4,Bengaluru,P2P,dev_3810,0,0,2,1688.11,0,0
snljomnni@oksbi,qycttxjw@okhdfcbank,1547.52,9,3,Jaipur,P2P,dev_4060,1,1,5,198.27,0,0
bjwowslb@okicici,uehqzqbm@ybl,744.75,5,1,Kolkata,P2P,dev_644,0,3,6,1961.23,0,0
vjgiqvxw@okaxis,jjien@okicici,1328.26,12,0,Bengaluru,Merchant,dev_4737,0,0,3,4223.03,1,0
ciolktze@ybl,jyboivx@oksbi,1063.32,19,5,Hyderabad,Merchant,dev_1401,0,1,7,1731.02,0,0
oyfhjlrx@paytm,jnrkcl@ybl,435.41,0,0,Mumbai,Bill,dev_1963,0,0,5,2995.47,0,0
tlcuuzbu@okicici,okjrwvwxz@paytm,46.23,6,6,Jaipur,Merchant,dev_343,0,0,5,2320.84,0,0
lyfmzqahv@okaxis,oggjdy@ybl,269.71,9,2,Kolkata,P2P,dev_79,1,1,2,2334.03,1,0
hsailiau@okhdfcbank,phctrkt@ybl,143.0,8,1,Delhi,P2P,dev_1807,0,0,4,3411.7,0,0
nzrwfjfz@paytm,baeip@paytm,384.57,19,0,Delhi,P2P,dev_3812,0,0,3,1147.22,0,0
xfzfskude@okicici,fsheii@okicici,2371.09,12,0,Delhi,QR_Scan,dev_3136,0,0,2,1251.66,1,0
vreopgh@okicici,gdlsop@paytm,2679.38,2,6,Pune,Merchant,dev_3466,0,0,4,4429.5,1,0
ldrijyy@okicici,vsajrsyno@paytm,96.25,16,1,Delhi,Merchant,dev_3015,0,0,2,2351.61,0,0
pysyvfy@ybl,dpaof@oksbi,252.84,16,5,Kolkata,QR_Scan,dev_3121,0,2,3,758.4,0,0
hzokz@paytm,lzdcvl@okicici,643.06,2,0,Jaipur,Merchant,dev_4174,0,0,2,3913.25,0,0
nbztus@okhdfcbank,ncitbeyi@ybl,342.37,16,6,Pune,Bill,dev_1766,0,0,4,1501.1,0,0
ywlaaoqb@okicici,zildmdgn@okaxis,1515.9,0,0,Hyderabad,QR_Scan,dev_3905,0,1,2,2546.14,0,0
bjphpkdtr@okhdfcbank,pxtlnja@okicici,402.78,1,4,Mumbai,P2P,dev_2018,0,1,4,4794.36,0,0
yxyozmrcx@ybl,fgfquhua@okicici,114434.25,3,2,Pune,QR_Scan,dev_1710,1,17,42,3363.93,1,1
frppk@okaxis,ipharo@okicici,156.51,2,1,Pune,QR_Scan,dev_929,0,1,4,2701.53,0,0
kmugxpmt@paytm,fcwzaxpye@okaxis,1352.33,0,4,Hyderabad,P2P,dev_4845,0,2,6,3328.23,0,0
grzrums@paytm,uqgdk@oksbi,116.49,14,2,Delhi,Bill,dev_4489,0,2,4,3254.89,0,0
xgojbzgo@okaxis,qoqbznwah@okhdfcbank,117.07,11,2,Jaipur,P2P,dev_231,0,2,4,2798.4,0,0
kwcrlsr@oksbi,thehwk@paytm,1226.97,1,6,Jaipur,Bill,dev_2768,0,1,3,3316.17,1,0
fhvjujal@paytm,ppbnpnfw@paytm,27.68,23,2,Pune,Merchant,dev_4553,0,4,8,4319.64,1,0
ufuzapv@paytm,fnmxd@okhdfcbank,537.36,19,6,Jaipur,Bill,dev_3886,1,0,5,3352.87,0,0
cgnaxe@okhdfcbank,oazxt@paytm,1377.32,8,6,Chennai,P2P,dev_372,0,0,2,1154.84,0,0
nuzvjfm@okaxis,zvovtmgw@oksbi,229.93,13,1,Kolkata,QR_Scan,dev_3784,0,0,3,915.44,0,0
tnuvxkvmk@okicici,vdduljqbt@okhdfcbank,233.2,1,3,Bengaluru,P2P,dev_3213,1,1,2,3545.31,0,0
unhbzsje@okaxis,ipzeonit@oksbi,61.2,8,3,Chennai,P2P,dev_2715,0,0,0,4012.55,0,0
rjgmgjcme@paytm,ybwjz@okicici,2605.04,22,3,Mumbai,QR_Scan,dev_1102,0,0,2,2520.42,0,0
ldhgpab@oksbi,ytygohzka@okhdfcbank,627.07,9,2,Chennai,Merchant,dev_2723,1,1,4,3378.19,0,0
ymryhhmmi@okaxis,uadml@ybl,60.7,15,2,Kolkata,Merchant,dev_1563,0,1,3,4951.47,0,0
epkuzuyie@paytm,ivrfnjm@ybl,183.5,20,0,Kolkata,QR_Scan,dev_3212,0,1,6,367.64,0,0
oomoilg@paytm,bgbxm@ybl,713.91,23,4,Pune,Bill,dev_2739,0,0,2,4895.22,1,0
xsxqacdfv@ybl,hmocot@oksbi,43.51,17,2,Chennai,P2P,dev_546,0,0,1,365.62,1,0
ohvnmn@oksbi,ouyxcxa@okaxis,142.67,12,0,Delhi,Merchant,dev_400,0,0,2,4076.17,1,0
poecwjewo@oksbi,hubvh@ybl,254.62,18,6,Mumbai,Merchant,dev_2145,1,2,3,2552.42,0,0
zhpluxslz@paytm,mdsmp@okaxis,152.47,18,5,Jaipur,P2P,dev_2377,0,0,5,4035.77,1,0
czeep@ybl,mhdepntj@okicici,318.04,8,0,Pune,P2P,dev_2892,0,0,4,3352.98,0,0
dczya@okaxis,jdngfvjxd@paytm,950.83,6,4,Pune,Bill,dev_2528,0,1,3,1926.75,0,0
hhjyr@paytm,uiuvlfw@okhdfcbank,827.87,6,2,Bengaluru,QR_Scan,dev_3273,0,1,6,352.74,1,0
aaytljxj@okhdfcbank,xatek@okicici,183.24,23,1,Kolkata,QR_Scan,dev_2022,0,0,1,2837.72,0,0
vezalwgyd@okicici,utaevuovd@ybl,541.91,21,3,Kolkata,P2P,dev_1648,0,1,3,4446.56,0,0
xdcxgn@okaxis,tfccl@okicici,378.58,8,1,Hyderabad,Merchant,dev_3687,0,1,6,3489.45,0,0
aehgq@okhdfcbank,zaxgrxb@ybl,490.16,13,4,Hyderabad,QR_Scan,dev_263,0,1,1,446.77,1,0
vkhhy@paytm,qcszikw@okicici,686.32,14,5,Mumbai,Bill,dev_1690,0,0,1,4142.22,0,0
gtxcqgmc@okhdfcbank,obrlh@paytm,972.99,1,0,Kolkata,Merchant,dev_2538,0,0,2,4355.4,0,0
bngmhtdbi@okicici,ybrkeel@okhdfcbank,1191.8,3,6,Chennai,P2P,dev_2717,0,1,4,1317.76,0,0
ywjqwmvu@ybl,wniokb@okicici,2774.77,19,3,Hyderabad,Bill,dev_3431,0,1,3,3656.66,0,0
uxvsjxacy@paytm,sowmqdtvo@okhdfcbank,1286.18,0,5,Delhi,Bill,dev_2612,0,0,4,3197.49,0,0
lvdcdcd@okhdfcbank,kubldgapf@paytm,1808.82,21,3,Mumbai,QR_Scan,dev_4508,0,1,5,1094.57,0,0
nbilywqy@okaxis,vcggcpp@oksbi,311.56,0,1,Delhi,Bill,dev_371,0,3,7,4297.69,0,0
limwpz@paytm,kzcfkfjv@ybl,931.96,19,4,Chennai,Merchant,dev_1169,0,1,4,4373.11,0,0
mvbphy@ybl,wqrtuj@okhdfcbank,18.47,23,1,Mumbai,Bill,dev_4885,0,2,3,3550.11,1,0
srnekzcxl@okhdfcbank,skdmy@paytm,297.43,3,2,Delhi,QR_Scan,dev_2584,0,2,2,1907.48,0,0
iejdejku@oksbi,hbwhpvey@paytm,524.51,12,4,Mumbai,QR_Scan,dev_1462,0,2,8,1849.89,0,0
fcumfvssz@ybl,tbnpk@okhdfcbank,1452.63,8,2,Jaipur,Merchant,dev_364,0,1,6,4371.61,0,0
unspao@okicici,ctxnkhhlw@okaxis,44.87,0,4,Jaipur,QR_Scan,dev_3513,0,0,3,2035.69,0,0
vqxtbaygw@paytm,jxetxy@okhdfcbank,787.71,8,6,Kolkata,QR_Scan,dev_1457,0,1,3,2200.81,0,0
jagmlwv@oksbi,sbdtaj@okicici,76.02,8,0,Hyderabad,Bill,dev_1272,0,0,5,2315.12,0,0
njsyh@oksbi,xliwahqp@okicici,1197.88,13,3,Bengaluru,Bill,dev_452,0,0,3,2788.86,0,0
